RES_ID,rs,NUM_MAR,Age,LAND_DECIMAL,AN_INCOME
2V06022804,6,1,67,90,18000
1VB2009107,5,1,67,100,20000
1V72037503,6,2,67,3,24000
2VBC055308,7,1,67,0,30000
1DX0025104,8,1,67,0,30000
1V00076107,8,1,67,24,30000
1V26010702,7,1,67,255,30000
1V36007502,8,1,67,283,30000
2V79004210,11,1,67,174,36000
1V06032102,8,1,67,126,36000
4V76027809,5,1,67,140,38000
1V80005306,11,1,67,720,40000
1W00005102,7,1,67,6,42000
4V75003806,10,1,67,50,42000
1U00013041,5,2,67,10,42000
3V89036202,7,2,67,35,42000
1V60009002,5,1,67,379,46000
1V91003903,3,1,67,5,48000
3W00091107,5,1,67,612,48000
2V21007111,8,1,67,1220,50000
1V61009341,7,1,67,380,51000
1B00000341,9,1,67,378,54000
1V0003870,5,1,67,28,56000
1R00011541,8,3,67,176,60000
2V72044708,9,2,67,108,60000
3VBC095202,8,1,67,25,64000
1V87007406,6,1,67,375,70000
3O00010407,5,1,67,492,72000
1V06034304,6,1,67,36,72000
1U00078945,6,1,67,156,73000
1P00008407,5,1,67,132,75000
1V01004802,6,1,67,96,77000
1D98010804,8,1,67,42,84000
2D28009718,6,1,67,140,85000
3V59002608,7,1,67,145,96000
2R00023502,4,1,67,500,107000
4R00010415,10,1,67,257,110000
1V18011503,5,1,67,128,111000
1F00023102,5,1,67,34,144000
1V60006741,8,1,68,150,3000
1V24008302,7,2,68,46,44000
1F00020602,6,1,68,54,48000
1VBA006102,4,1,68,363,48000
1V38014802,6,1,68,10,60000
2V00007409,8,1,68,4,120000
1A00015541,9,1,68,270,174000
2V34002708,6,1,68,30,360000
1D90011710,5,1,69,3000,5000
3A00004309,5,1,69,240,30000
1V73002340,7,1,69,245,30000
1VBC014205,9,1,69,6,36000
1V11003606,5,2,69,55,38500
1DX0020107,6,1,69,253,63200
1V22002105,7,1,69,85,120000
1VBB051003,9,2,70,60,500
1U00091502,7,1,70,84,3000
2V40000806,8,1,70,360,4000
1T00014807,7,1,70,24,5000
1V43004840,6,2,70,640,5000
1V60009002,8,1,70,600,5000
1U00039442,7,1,70,492,6000
1V05021402,9,2,70,0,6000
1V05042402,7,1,70,33,6000
1V16004002,7,1,70,270,7500
2V63032206,6,1,70,730,8000
3V19068510,6,1,70,42,9000
1V36031802,4,1,70,360,10000
1D88002803,4,2,70,246,10000
1VBA028003,3,2,70,3,12000
1VBA013108,1,1,70,5,12000
1V18031004,4,1,70,44,12000
1D98040702,6,1,70,12,12000
1V72069840,3,2,70,0,12400
1V60004540,9,1,70,720,14000
1V63001702,1,1,70,64,15000
1V24014105,6,1,70,90,15000
2V42009305,10,1,70,100,15000
2V82014315,6,1,70,144,15000
1V11002302,4,1,70,33,15000
1V48003203,6,2,70,8430,15000
1V11003407,9,1,70,26,15000
2DX0016304,7,1,70,360,16000
1N00017706,6,1,70,280,17000
1V05042402,3,1,70,0,18000
1V65001912,8,2,70,250,20000
2N00012706,6,2,70,13,20000
1V20001502,8,3,70,6,24000
1V62006105,11,1,70,12,24000
1V31040506,9,1,70,40,24000
2V84019006,9,1,70,370,30000
1V01008446,9,1,70,0,32000
1VBB020802,9,2,70,90,32000
1U00063913,6,2,70,25,36000
3V74011906,5,1,70,765,40000
2D30001907,11,1,70,30,41000
3V31134308,11,1,70,48,44000
2D00019106,6,1,70,18,47000
1V36007502,6,1,70,1680,50000
1V36063905,5,1,70,484,51000
1VBA027007,7,1,70,246,51000
1V07003202,4,1,70,500,52200
3V56019305,7,1,70,104,56000
1V03003241,10,1,70,15,60000
2000033409,4,1,70,15,72000
1D98035141,4,1,70,124.5,72000
1D17016005,14,2,70,720,76000
1V72009540,10,2,70,255,98000
1V51015802,4,1,70,0,120000
1D30004507,5,1,70,494,120000
4V65010809,6,1,70,130,200000
1V00012404,4,1,70,375,360000
2V18012212,13,1,70,730,440000
1V96001440,12,1,71,0,10800
1V72015803,9,1,71,501,14400
1V86003310,5,1,71,1200,25000
1V06021507,7,1,71,180,40000
2VB2011009,9,1,71,0,62000
2VBC073201,10,1,71,1440,78000
1DX0005405,3,1,71,550,103000
1V63026808,6,1,72,141,1720
1V25020804,6,1,72,0,4000
1V27009102,5,1,72,8,8000
4V24036706,7,1,72,0,10000
1V32017942,8,1,72,480,12000
4V26059502,8,1,72,366,12000
1U00067809,7,2,72,30,12200
1H00016403,4,1,72,34,15000
3V59032802,8,1,72,500,15000
1V35023541,6,2,72,18,16000
1V76015202,5,2,72,5640,17600
1D02012103,5,1,72,7.5,18000
1V35041841,7,1,72,110,18000
1V55005342,4,1,72,126,20000
3V59003311,6,1,72,54,20000
1V64005604,3,1,72,13,20000
1P00009604,9,1,72,240,20000
1V53031306,5,1,72,500,25000
2V71001209,9,1,72,480,26400
3V31149711,9,1,72,126,30000
2V82012112,9,1,72,1080,30000
2V34012106,6,1,72,55,30000
4V26017604,10,2,72,252,40000
1H00009603,5,1,72,30,42000
1V68008340,4,1,72,140,42000
1VB5005209,7,2,72,360,42000
2V82015108,9,1,72,140,45000
3D33008741,10,1,72,0,48000
1V26016542,7,2,72,5,48000
2V47025308,8,1,72,492,48000
4D35007804,9,1,72,1080,50000
2V56013729,10,2,72,60,50000
1D32001949,5,1,72,480,51000
1V87007341,7,1,72,18,60000
1V72027145,9,1,72,3,60000
1DX0038644,8,1,72,145,66000
1V18025707,13,2,72,135,84000
2W00062002,6,1,72,6,84000
1V74014141,7,1,72,0,96000
1V17011741,12,1,72,131,110000
3V09014908,9,1,72,480,121000
4V72166102,6,1,72,192,140000
4V12014404,9,2,72,960,160000
1V40008404,9,1,72,1240,174000
1VB6002041,6,1,72,140,435000
1V79001907,5,1,73,120,3000
2N00015310,4,2,73,1080,15000
1DX0044302,8,1,73,622,20000
1V41010806,8,1,73,262,34000
2V00024411,9,1,73,11,42000
2V32021741,7,1,73,54,96000
1V33011506,5,1,74,85,1200
1V36019004,8,1,74,260,6000
1D00022040,11,2,74,30,6000
1V22006406,5,1,74,252,7000
1V24019306,8,1,74,255,90000
2U00120904,10,1,74,480,96000
1N00023202,7,1,74,376,114000
1V32022802,8,1,75,84,5000
1D98040702,5,1,75,840,5000
2V31085311,11,2,75,132,8000
1V76001202,2,1,75,258,8600
3V72040112,8,1,75,81,10000
1V27003602,5,2,75,252,15000
1V45001206,6,1,75,490,15000
4V27007211,8,1,75,150,24000
1V19036404,4,2,75,640,25000
1V36033009,7,1,75,255,25000
1V49014305,8,2,75,390,30000
2V03011002,10,2,75,62,36000
1D48013403,6,1,75,496,38000
1V63019805,6,1,75,12,46000
1V80008304,9,1,75,450,50000
3W00100602,10,1,75,726,60000
1V11005342,8,1,75,53,70000
1VB3019902,6,2,75,5,72000
1V70007906,10,1,75,18,96000
2W00084602,3,1,76,132,12000
1V55006010,5,2,76,600,15000
1V64000204,6,1,76,5,18000
1V31105107,7,1,76,720,70000
1V25018303,5,1,76,390,78000
1V61002003,4,1,77,84,5400
3V84051602,9,1,77,50,10000
1V67003008,8,1,77,150,10000
1V28010808,7,1,77,361,10000
2VBC000208,6,1,77,132,20000
1V84006106,6,1,77,33,21000
1VB3027407,7,1,77,250,25000
2V24027709,6,1,77,270,25000
3V26009506,5,1,77,403,25000
2K00011909,4,1,77,360,35000
2D98012311,8,1,77,0,36000
1V36033103,8,1,77,50,40000
1D00021544,4,2,77,606,50000
1V27005643,8,1,77,96,60000
1V31100040,7,1,77,364,77000
1V26019941,6,1,77,140,144000
1V31060503,6,1,78,138,4000
1V3602440,8,2,78,103,12000
1V72021502,8,1,78,600,12000
1V49011944,9,1,78,300,24000
1V45010804,6,2,79,1575,18000
1V81012702,7,1,79,16,31200
1DX0029202,11,1,79,260,72000
1VB4015105,7,2,79,0,72000
1V89017003,4,1,80,9,600
1A00002407,10,1,80,528,1200
1S00014802,6,1,80,129,3000
1DX1002205,7,1,80,840,7000
1V35038043,6,1,80,0,10000
2VBC069407,9,1,80,10,10000
1V24016003,11,1,80,33,10000
1VBC001504,8,1,80,144,10000
1V25021110,8,1,80,0,10000
2V75006201,10,1,80,368,12000
1VB9001002,4,1,80,0,12000
2D89009304,6,1,80,16.5,14400
1V72041040,8,1,80,168,19800
1B00003502,5,1,80,249,20000
1D98039605,6,1,80,640,20000
1V16006605,10,1,80,840,26000
1V81012702,9,1,80,342,29000
1V26010702,4,2,80,570,34000
1V91003903,11,1,80,5,36000
2V64047218,7,1,80,250,40000
1V18001503,6,1,80,265,40000
1V79001912,5,1,80,24,48000
1V63023003,8,1,80,252,60000
1V45008002,10,2,80,1680,60000
1L00003613,8,1,80,400,90000
1V67005008,10,1,80,311,95000
3V35033113,6,1,81,17,14200
1U00018510,11,2,81,30,20000
1V69007006,5,1,81,132,36000
1DX0004844,8,1,81,47,60000
1V26009441,6,1,82,368,8000
1V18000204,4,1,82,132,12000
1D19036803,7,1,82,130,15000
1VB4035210,6,1,82,135,18000
1VBB039707,7,1,82,135,39000
1V31045604,6,1,82,140,73000
2N00003517,7,2,82,280,80000
1C00015643,7,1,82,45,120000
2O00010705,9,1,83,1200,12000
1V50009205,12,1,83,1242,110000
3U00176904,6,1,83,3035,120000
1V20009802,8,1,84,180,1000
1V36036506,8,1,84,38,20000
1V61000940,12,2,84,0,42000
1D94011802,6,1,84,45,45000
1V84026841,8,1,85,750,300
1V31040202,9,1,85,204,2400
1V19026203,3,1,85,121,10000
1V49006403,4,1,85,32,20000
1V24034805,8,2,85,390,20000
1VB0007003,6,1,85,10.5,24000
1V06019710,8,1,85,1440,75000
1V68005203,7,1,86,622,2500
V47022602,9,1,87,32,6000
1D94004308,10,2,87,132,12000
1V18021705,8,1,87,171,15000
1V68007804,7,1,87,24,33600
1V99003616,6,1,87,12,36000
1V59001806,11,1,87,390,136000
1V53028003,6,1,87,530,375000
4D96009505,12,2,88,44,82000
1V87002806,7,2,90,0,5000
1V05006406,9,1,90,0,10000
1V26016803,6,1,90,100,10000
1V84018511,7,1,90,140,10000
13B1092302,13,2,90,360,10000
1A00001309,8,1,90,240,15000
1D94003502,8,2,90,247.5,15000
1V63002841,7,1,90,0,20000
1VBB038802,8,1,90,120,20000
1D93009411,12,2,90,48,20000
1T00013507,8,1,90,1200,23600
1D34006740,8,2,90,50,30000
1D31000309,7,1,90,5,36000
1V30006901,9,1,90,5,36000
1D35006603,3,1,90,735,68000
2V72088601,8,2,90,0,96000
1V99003806,10,1,91,0,30000
1O00007505,6,1,92,1250,25000
1V20013108,8,1,92,0,42000
2R00023502,11,1,92,862,50000
1V54007908,3,1,94,15,14640
1VB3020443,9,2,94,290,32400
1V96003807,11,1,95,15,18000
1V01006045,5,1,95,0,25000
1V36043902,5,2,96,360,3000
1V18001702,5,1,96,366,19000
1V76017540,10,1,100,728,56000
1V54000542,7,3,102,650,50000
1V27012242,6,1,105,1950,190000
1V82013804,3,2,124,6,3000
