ID,Age,Wives,WealthRatio,rs
14205,59,2,0.02,4
14315,59,1,0.009242144,9
14317,59,1,0.01,5
15185,59,1,257.39,1
15229,59,1,0.01,1
16271,59,1,0.008077544,8
16863,59,1,91.67,1
17250,59,1,0.02,1
17272,59,1,16.97,0
18495,59,2,0.01,4
18653,59,2,206.18,1
18655,59,1,120.27,2
18758,59,1,0.01,3
18868,59,1,0.01,1
19180,59,1,0.01,10
19492,59,0,0.01,0
19656,59,1,0.48,8
21195,59,1,0.02,9
21250,59,2,0.01,3
22908,59,2,28.23,3
23382,59,1,0.01,1
24035,59,1,23.25,0
24281,59,1,0.01,1
24616,59,1,0.73,6
25051,59,1,0.01,0
25602,59,0,0.009242144,4
25807,59,1,0.01,1
26764,59,3,0.01,1
27364,59,1,0.01,0
27675,59,1,40.69,6
27792,59,1,0.01,2
27957,59,3,0.01,4
28050,59,1,0.41,3
28276,59,1,0.01,9
28458,59,1,0.009242144,0
29731,59,1,8.59,5
29750,59,1,41.23,2
29842,59,1,10.3,5
100361,59,2,0.01,2
100710,59,1,4123.71,7
101294,59,1,3.48,0
105068,59,1,1.14,4
111724,59,1,6.872852234,1
400104,59,1,18.94,0
400552,59,1,17.18,0
400556,59,1,5.15,0
400974,59,1,7.76,0
401018,59,1,87.2,7
401630,59,1,137.45,0
401796,59,1,0.05,0
401870,59,1,11.23,0
402280,59,1,0.77,9
2377,60,1,13.74,2
7261,60,0,0.01,0
7792,60,1,0.01,8
8296,60,1,0.01,10
8345,60,1,0.01,0
8480,60,0,6.87,0
9360,60,2,0.87,0
9403,60,1,0.02,5
9710,60,1,30.92,4
10133,60,0,0.01,0
10277,60,1,0.01,0
11128,60,2,0.008077544,3
11781,60,1,214.58,5
11876,60,1,1.28,3
12761,60,2,7.03,7
12989,60,0,0.009242144,0
14255,60,1,0.02,0
14546,60,0,0.009242144,1
14819,60,1,0.01,8
16668,60,0,0.008077544,0
16752,60,0,0.46,0
17626,60,2,0.02,2
18874,60,1,0.01,0
19331,60,1,141.36,7
19667,60,2,85.91,3
19728,60,1,0.01,6
19762,60,0,0.01,0
19856,60,1,1.35,4
21613,60,2,0.01,0
21829,60,0,0.01,0
22396,60,1,0.3,0
22624,60,0,0.01,0
23226,60,0,0.01,0
23252,60,1,0.01,7
23299,60,0,0.01,0
23827,60,2,10.3,3
24272,60,1,72.67,0
24319,60,1,120.27,1
24391,60,1,0.009242144,0
24427,60,1,0.01,0
24694,60,0,0.01,0
24758,60,2,0.009242144,0
24848,60,1,34.36,3
25659,60,1,85.91,0
25826,60,0,0.01,0
26750,60,1,0.01,0
27072,60,1,2.12,3
27073,60,1,203.48,0
27283,60,2,0.51,6
27345,60,1,0.01,0
27434,60,0,0.01,0
28167,60,2,108.68,5
28349,60,2,5.15,1
28495,60,1,0.009242144,8
29609,60,0,11.83,1
58351,60,1,0.01,0
62311,60,1,0.01,1
100075,60,1,139.53,10
100443,60,1,48.1,0
100689,60,0,309.27,0
101047,60,1,16.79,0
103839,60,1,0.01,4
104077,60,1,0.01,5
104314,60,1,0.01,7
105829,60,2,0.01,0
110369,60,1,0.15,0
400575,60,1,7.03,0
400849,60,1,7.58,0
400862,60,1,0.01,0
400865,60,1,11.62,0
400911,60,1,120.27,0
401005,60,1,59.94,0
401150,60,1,38.91,0
401768,60,1,1.68,0
403088,60,1,1.24,1
296,61,1,61.85,8
3705,61,1,0.34,6
8198,61,2,68.72,7
8479,61,1,4.69,3
8923,61,1,6.27,8
9237,61,1,0.01,0
9615,61,1,0.91,12
10368,61,1,0.01,1
10446,61,0,0.01,0
10791,61,0,0.009242144,0
11892,61,0,0.009242144,0
11906,61,1,58.13,7
11944,61,1,34.88,8
12540,61,1,0.01,5
12664,61,1,14.53,2
12992,61,0,0.01,0
13142,61,1,27.49,0
13187,61,1,40.05,2
14004,61,2,2.7,0
14016,61,2,6.21,0
14820,61,1,13.95,10
17105,61,1,0.01,6
17254,61,0,0.01,0
18797,61,0,0.01,0
19333,61,1,103.09,0
19478,61,1,0.92,0
19486,61,1,0.01,0
20110,61,0,0.01,0
20898,61,1,0.01,4
22756,61,1,0.008077544,3
23641,61,1,0.01,0
23847,61,1,0.01,5
24211,61,1,334.36,0
24219,61,0,138.24,0
24227,61,1,0.29,0
24417,61,0,0.35,0
24736,61,0,0.01,0
24984,61,2,0.01,4
26621,61,1,0.01,5
26746,61,2,0.01,0
27076,61,0,54.98,0
27164,61,1,0.01,3
27505,61,1,5.81,2
28353,61,1,0.01,0
28924,61,1,22.22,1
29651,61,0,203.48,0
29706,61,2,13.74,4
29984,61,1,309.27,8
39111,61,1,88.35,4
100335,61,1,1.2,2
101967,61,1,343.64,6
104088,61,0,9.24,0
104602,61,1,0.68,4
105094,61,2,13.74,3
107810,61,2,0.01,3
108264,61,1,0.01,4
108547,61,1,0.01,5
108569,61,1,0.01,0
400071,61,1,2.87,0
400302,61,1,343.41,0
400416,61,1,8.6,0
400620,61,1,4.72,0
400629,61,1,1.28,0
400960,61,1,48.1,0
7201,62,0,0.01,0
7550,62,1,0.02,2
7655,62,0,1.22,0
8173,62,2,0.02,3
8789,62,1,121.59,0
9607,62,2,495.62,1
9773,62,1,58.52,1
10227,62,0,0.009242144,0
10742,62,1,0.01,3
10940,62,1,0.01,7
11792,62,1,0.01,1
13271,62,2,1.15,7
13381,62,1,0.01,6
14775,62,1,0.55,3
15946,62,0,0.01,0
16548,62,1,0.01,0
16679,62,1,0.02,0
16713,62,0,0.02,0
17071,62,1,0.01,6
17594,62,0,0.02,0
17693,62,1,0.96,3
18082,62,1,0.01,1
18214,62,1,0.02,1
18356,62,0,0.01,0
18764,62,1,0.01,1
18846,62,1,0.68,1
21655,62,0,0.009242144,0
21764,62,1,0.01,5
21823,62,0,0.009242144,0
22305,62,1,0.01,10
22312,62,1,0.02,0
22601,62,1,0.01,0
24307,62,0,0.01,0
24313,62,1,0.01,3
24333,62,0,17.65,0
24858,62,0,0.01,2
25001,62,1,0.01,2
25041,62,1,0.01,7
26181,62,0,0.009242144,0
26524,62,0,41.23,0
26677,62,1,0.01,3
26832,62,2,0.009242144,0
27843,62,0,123.35,0
27890,62,1,7.58,2
28283,62,1,6.14,1
28491,62,1,0.01,3
28936,62,1,3.95,3
29509,62,2,22.68,2
29849,62,1,54.98,9
39351,62,1,0.02,0
100025,62,1,0.01,4
100371,62,1,3.43,4
100685,62,1,41.23,5
101230,62,0,30.92,0
103199,62,0,0.59,0
104642,62,2,5.15,8
109566,62,1,0.75,3
110760,62,1,0.009242144,4
400009,62,1,7.65,0
400151,62,1,40.69,0
400671,62,1,40.69,4
400751,62,1,85.91,0
400933,62,1,136.59,0
401538,62,1,0.01,0
402190,62,1,72.67,0
6794,63,1,17.18,12
7569,63,1,13.43,0
8278,63,1,0.04,4
8362,63,2,0.009242144,0
8474,63,0,0.01,0
8765,63,0,0.01,0
9378,63,2,85.08,5
9441,63,1,0.15,12
9882,63,2,2.9,11
10094,63,0,0.01,0
10175,63,1,0.02,4
10372,63,2,0.02,1
10460,63,0,0.01,0
10779,63,0,0.009242144,0
10837,63,2,0.49,3
10939,63,1,0.01,0
11527,63,1,54.98,0
11779,63,0,8.72,0
11962,63,0,0.01,0
12533,63,0,0.01,0
12534,63,2,0.01,5
12598,63,1,1.37,6
12612,63,1,369.52,6
14100,63,1,0.02,8
14547,63,1,0.01,0
14736,63,2,0.9,0
14783,63,0,0.01,0
14789,63,1,0.01,8
15153,63,1,15.37,0
15408,63,1,34.31,2
15553,63,1,0.01,3
15668,63,1,411.8,0
15731,63,2,2.85,8
16533,63,1,348.83,0
16703,63,1,0.01,2
16880,63,0,7.2,0
17047,63,1,116.27,5
17066,63,2,0.01,0
17833,63,1,0.02,6
18080,63,1,0.01,7
18258,63,2,0.01,3
19150,63,0,0.01,0
19426,63,1,1059.9,5
19781,63,1,1453.48,12
21903,63,1,0.01,1
22739,63,1,0.01,4
22779,63,1,0.009242144,0
23002,63,1,2.74,1
23163,63,0,0.01,0
23843,63,1,1.23,2
24373,63,1,0.21,5
24684,63,0,34.48,0
24867,63,1,280.73,0
25701,63,1,0.01,0
26274,63,1,0.01,2
27279,63,1,0.01,4
27960,63,1,61.85,8
28451,63,1,0.009242144,0
28518,63,1,0.01,7
28528,63,1,0.21,0
29843,63,1,0.01,3
39567,63,2,0.75,0
74175,63,0,5.01,0
100794,63,1,34.36,8
100803,63,0,3.43,0
101810,63,3,13.74,6
102892,63,1,0.01,4
400579,63,1,61.85,0
400891,63,1,1.71,0
400926,63,1,15.75,0
400944,63,1,57.8,0
401136,63,1,127.13,0
401141,63,1,1.09,0
401214,63,1,0.01,0
401572,63,1,0.91,0
401676,63,2,16.67,0
401766,63,1,2.03,0
401790,63,1,86.33,6
401808,63,1,0.3,0
403934,63,1,0.23255814,0
6016,64,1,206.18,3
7234,64,2,0.01,4
7539,64,0,0.01,0
7778,64,1,0.01,0
7796,64,2,0.009242144,0
7833,64,1,0.02,0
7977,64,1,72.67,7
8361,64,0,0.01,0
8368,64,1,33.03,0
8752,64,1,0.01,2
9271,64,1,0.01,6
9713,64,0,0.01,0
9890,64,1,71.29,0
9906,64,1,0.01,2
10118,64,2,24.2,1
10443,64,0,171.82,0
11466,64,1,14.34,9
12478,64,0,0.21,0
13174,64,1,47.22,1
13896,64,1,0.29,4
14552,64,1,0.01,4
14756,64,1,0.02,5
15101,64,2,20.34,4
15124,64,0,0.59,0
15797,64,1,0.01,2
16081,64,1,2.75,6
16483,64,1,0.01,2
16490,64,1,4.88,0
16903,64,0,0.009242144,0
17029,64,1,0.02,0
17032,64,1,274.91,3
17038,64,0,0.01,0
17345,64,1,0.01,0
17691,64,0,0.01,0
18262,64,1,0.06,2
18354,64,0,0.01,0
18654,64,1,48.1,5
18660,64,1,1.51,1
18786,64,1,171.82,3
18796,64,1,0.01,8
19167,64,2,0.01,0
19417,64,1,481.09,8
19598,64,1,0.02,1
20613,64,1,2.3,3
20839,64,0,103.09,0
21121,64,1,77.25,0
21788,64,1,0.01,6
21872,64,1,0.01,0
23633,64,0,0.01,0
24171,64,1,81.81,5
24287,64,1,1395.34,2
24290,64,1,1.88,3
24310,64,2,0.01,0
24370,64,0,0.01,0
24537,64,1,0.02,5
24551,64,1,0.02,2
24632,64,0,0.009242144,0
25759,64,1,0.01,6
26128,64,1,0.63,0
26533,64,1,24.85,4
26658,64,1,0.01,3
27667,64,0,1.3,0
27674,64,1,446.47,3
27818,64,1,0.01,6
27821,64,2,0.01,5
27825,64,0,0.01,0
28733,64,0,0.01,0
28850,64,0,17.18,0
29606,64,1,120.27,5
100844,64,2,2356.91,3
100916,64,1,48.1,1
106932,64,1,0.38,3
106953,64,2,0.02,2
108169,64,1,0.51,3
108548,64,1,0.01,5
110847,64,1,0.011627907,3
110877,64,1,0.016155089,6
400730,64,1,54.98,0
400762,64,1,0.89,0
400841,64,1,5.81,0
401028,64,1,12.65,0
401055,64,1,58.21,0
401104,64,1,103.09,0
401146,64,1,61.62,0
401202,64,1,16.82,0
401290,64,1,53.82,0
401347,64,1,11.62,0
500160,64,0,39.82,0
500198,64,1,130.81,3
905,65,1,137.45,3
1707,65,1,54.98,4
1710,65,1,17.18,2
2682,65,1,85.91,6
3702,65,1,54.98,6
7236,65,1,0.01,6
7327,65,0,0.01,0
7559,65,1,0.003696858,0
7582,65,1,87.2,0
7856,65,1,0.01,0
7961,65,1,17.18,0
8204,65,1,0.01,6
8564,65,1,11.62,0
8822,65,1,0.01,3
8948,65,0,0.01,0
9431,65,0,0.01,0
10899,65,1,13.9,9
10951,65,1,0.01,0
11093,65,1,0.01,4
11196,65,1,101.74,4
11341,65,1,0.01,4
11344,65,1,0.02,5
11370,65,1,0.01,4
11505,65,1,203.48,13
11535,65,1,7.05,0
11536,65,0,0.009242144,0
11684,65,1,0.02,5
11720,65,1,481.09,0
11721,65,1,41.23,4
12151,65,1,11.31,8
12170,65,1,0.13,2
12617,65,1,250.69,10
13297,65,2,0.02,2
13389,65,1,8.72,0
13807,65,1,0.02,2
14253,65,0,0.01,0
14314,65,3,0.01,6
14549,65,1,0.01,0
15319,65,1,87.2,0
15789,65,0,0.01,0
16257,65,1,0.02,3
16914,65,1,11.62,2
16916,65,1,11.62,1
17859,65,1,1.68,1
17969,65,1,0.01,5
18485,65,1,103.09,6
18539,65,1,0.01,0
20755,65,0,0.01,0
21272,65,1,49.31,0
21600,65,0,0.02,0
21873,65,1,0.01,4
22166,65,1,0.01,4
22395,65,1,10.75,0
23255,65,1,2.74,1
23365,65,0,0.008077544,0
23807,65,2,0.01,1
23878,65,0,20.61,0
24270,65,1,322.35,1
24303,65,0,0.01,0
24315,65,3,174.41,4
24325,65,0,17.18,0
24416,65,1,33.31,7
24635,65,2,0.01,0
24677,65,2,277.69,0
25934,65,1,0.01,0
26134,65,1,0.86,5
26339,65,1,0.01,9
26596,65,2,0.82,4
26712,65,1,12.12,4
27080,65,0,20.76,0
27377,65,0,0.01,0
27500,65,1,0.01,5
27868,65,1,447.56,3
27948,65,1,0.01,0
27973,65,1,0.02,4
28326,65,1,0.01,1
28432,65,1,0.01,0
29708,65,2,34.26,1
29878,65,1,154.63,8
29898,65,2,120.27,5
100940,65,1,34.36,2
101162,65,1,25.77,6
101929,65,1,549.82,4
105048,65,0,29.06,0
106904,65,3,0.01,4
400329,65,1,20.57,0
400547,65,1,65.45,0
400619,65,1,175.43,0
400719,65,1,9.17,0
400812,65,1,29.06,0
400910,65,1,27.49,0
400940,65,1,23.25,0
400970,65,1,11.62,0
401366,65,1,0.02,0
401532,65,1,0.009242144,0
401751,65,1,6.87,0
402002,65,1,17.18,0
403020,65,1,0.01,0
403621,65,2,0.87,0
8196,66,0,57.03,0
8401,66,2,0.01,1
8408,66,2,0.39,0
9374,66,0,34.36,0
9413,66,1,0.02,3
10220,66,2,0.01,0
10508,66,1,0.01,10
11650,66,2,154.63,1
11796,66,0,0.009242144,0
12043,66,0,0.01,0
12127,66,1,25.65,3
12166,66,1,14.41,0
12193,66,1,0.01,1
13167,66,0,1.09,0
13210,66,1,0.02,3
13549,66,1,35.63,0
13555,66,1,24.05,7
13566,66,0,0.01,0
14505,66,0,0.01,0
14666,66,1,4.36,0
14726,66,2,0.01,10
15407,66,2,209.3,2
15543,66,1,1.18,0
15745,66,1,0.01,12
15763,66,2,0.17,0
15767,66,0,0.01,0
15980,66,1,0.01,5
16492,66,0,5.58,0
17824,66,1,0.01,7
17946,66,2,103.09,6
17948,66,1,0.29,5
18676,66,1,5232.55,0
18972,66,1,0.008077544,4
19284,66,0,550.09,0
19747,66,0,0.01,0
20757,66,1,0.01,3
20758,66,1,0.6,5
21154,66,1,259.83,4
21185,66,1,35.31,0
21192,66,1,0.01,4
21254,66,0,23.25,0
21527,66,1,27.49,2
21654,66,0,0.01,0
22139,66,2,0.01,8
22575,66,1,0.01,4
22576,66,1,0.01,6
23013,66,2,11.11,2
23095,66,0,4.36,0
23350,66,1,1.87,8
23410,66,0,0.01,0
23818,66,2,85.91,1
24199,66,1,0.01,0
24201,66,0,0.8,0
24226,66,2,13.95,1
24421,66,1,32.78,0
24457,66,1,1407.65,1
25878,66,2,25.73,1
25909,66,0,61.85,0
26179,66,1,0.009242144,7
26277,66,0,0.01,0
26287,66,1,0.01,9
26556,66,1,0.01,5
26756,66,1,0.009242144,0
26811,66,0,0.02,0
27368,66,3,0.01,3
27424,66,1,2.32,6
28057,66,1,206.18,7
28069,66,2,0.02,7
28411,66,2,35.28,2
28879,66,1,13.74,9
29490,66,1,1.32,5
29501,66,1,44.2,4
29712,66,1,13.74,0
29976,66,1,171.82,5
62039,66,1,0.02,0
100587,66,1,68.72,3
100933,66,1,85.91,5
101142,66,1,27.49,4
103112,66,1,429.55,11
105782,66,1,0.02,0
107010,66,1,561.03,5
108864,66,1,0.01,6
109956,66,1,0.01,3
400032,66,1,0.41,0
400123,66,1,0.009242144,0
400319,66,1,0.01,0
400529,66,1,4.53,0
400564,66,1,10.3,0
400694,66,1,1.54,0
400752,66,1,5.81,0
400760,66,1,1.68,0
401616,66,1,0.02,0
401998,66,1,48.1,4
402156,66,1,21.87,0
402194,66,1,95.52,0
402266,66,1,27.49,0
403325,66,1,0.02,0
403420,66,1,40.69,0
30,67,1,10.6,6
290,67,1,34.36,1
705,67,1,103.09,3
1576,67,2,481.09,10
7737,67,1,10.4,0
7986,67,1,1.42,6
7987,67,2,116.27,8
8389,67,1,0.01,4
8845,67,2,10.21,4
9276,67,1,0.01,0
10955,67,0,0.009242144,0
11091,67,0,0.01,0
11210,67,1,0.36,6
11255,67,1,120.27,7
11590,67,1,93.76,4
11934,67,0,0.27,0
12333,67,1,30.31,6
13583,67,1,0.01,2
14264,67,1,0.01,0
15761,67,3,0.01,7
16050,67,2,7.91,0
16415,67,1,240.54,0
16637,67,0,0.38,0
16658,67,1,2.49,5
17292,67,1,0.01,5
17567,67,1,7.07,4
17985,67,1,0.01,10
18512,67,1,0.009242144,3
20465,67,1,0.01,0
20732,67,1,0.01,6
21148,67,1,77.56,3
21288,67,2,0.01,3
21432,67,1,25.34,3
21464,67,1,41.23,0
22058,67,1,0.01,3
22355,67,1,240.54,4
22415,67,1,0.01,1
22720,67,1,0.4,3
23237,67,2,1.3,3
23793,67,1,0.26,2
24051,67,2,0.57,0
24153,67,1,0.01,4
24161,67,1,61.85,3
24236,67,0,0.01,0
24611,67,0,0.01,0
24691,67,1,10.49,1
24875,67,1,0.01,1
25030,67,1,2.54,4
25704,67,1,0.02,1
25926,67,0,0.01,0
26169,67,1,0.02,3
26313,67,2,20.61,2
26652,67,1,0.29,5
27078,67,1,154.63,12
27360,67,2,0.87,4
27565,67,1,0.01,3
27571,67,0,0.01,0
27928,67,1,0.009242144,1
28044,67,1,0.01,0
28562,67,1,0.01,5
28583,67,1,44.9,5
28773,67,0,0.01,0
29577,67,1,15.73,0
29643,67,1,859.1,8
29765,67,0,100.2,0
101176,67,1,20.61,6
101685,67,1,6.87,0
103649,67,1,30.92,4
103754,67,1,2.74,11
104048,67,1,41.23,3
400162,67,1,189.99,0
400569,67,1,39.05,0
400757,67,1,103.09,0
401170,67,1,18.13,0
401801,67,1,72.78,0
401930,67,1,0.02,0
403032,67,1,30.72,0
909,68,1,274.91,3
1252,68,1,1030.92,2
1898,68,3,48.1,5
3708,68,1,85.91,5
4849,68,1,13.74,6
7224,68,1,0.01,1
8267,68,0,0.01,0
8482,68,0,46.51,0
8486,68,1,0.01,4
9212,68,0,0.01,0
9700,68,1,99.26,0
9876,68,1,0.01,7
11334,68,1,0.01,3
11751,68,1,26.16,2
12340,68,0,0.009242144,0
12483,68,1,0.4,0
12785,68,2,0.01,0
14163,68,2,0.23,4
14189,68,1,0.02,2
14559,68,0,2.63,0
15758,68,3,0.01,5
15790,68,1,0.01,4
15841,68,0,0.01,0
15950,68,1,0.05,0
16075,68,0,72.67,2
16260,68,1,0.01,0
16366,68,2,0.02,1
16725,68,1,0.01,8
16869,68,1,52.32,5
17102,68,1,0.01,2
17321,68,1,0.01,1
17400,68,0,0.01,0
17630,68,1,0.01,3
17981,68,1,0.01,3
19320,68,1,1.92,5
19576,68,1,0.02,2
20189,68,1,103.09,3
20451,68,2,0.23,2
20744,68,1,0.02,7
20759,68,1,0.01,0
21653,68,0,0.01,0
21821,68,0,0.01,0
21841,68,1,0.93,5
22036,68,1,0.01,9
22477,68,1,2.9,5
22485,68,1,0.01,6
22690,68,0,5.15,0
22744,68,1,0.49,0
23004,68,1,0.01,5
24258,68,1,0.01,0
24282,68,0,0.009242144,0
24361,68,0,0.01,0
24680,68,1,0.14,2
24928,68,1,0.01,2
24997,68,1,11.62,6
25105,68,1,0.06,4
25787,68,0,0.01,0
25972,68,1,82.6,7
29713,68,1,14.59,1
29772,68,1,30.92,5
29888,68,0,68.72,0
39590,68,1,0.01,7
100074,68,2,103.09,5
100978,68,2,54.98,4
103516,68,1,137.45,6
107030,68,1,22.75,4
107890,68,1,0.01,9
108160,68,1,0.01,1
108544,68,1,0.01,7
109701,68,1,4.9,5
400101,68,1,130.81,0
400362,68,1,79.72,0
400399,68,1,40.69,0
400411,68,1,2.05,0
400454,68,1,13.33,0
400644,68,1,15.68,0
400652,68,1,41.4,0
400831,68,1,0.01,0
400843,68,1,34.88,0
400861,68,1,5.15,0
400980,68,1,54.98,0
401394,68,1,0.01,0
401753,68,1,13.74,7
402076,68,1,40.69,5
403008,68,1,72.67,0
403256,68,1,0.01,0
500058,68,1,231.51,12
1247,69,1,48.1,0
3354,69,0,2.74,1
5276,69,1,41.23,2
6723,69,1,154.63,5
7386,69,0,0.01,0
7418,69,1,0.01,7
7521,69,1,87.2,4
7537,69,1,0.01,9
7621,69,1,0.01,0
7949,69,1,146.16,0
8339,69,2,0.01,4
8385,69,1,22.84,4
8799,69,0,0.01,0
8904,69,1,290.69,2
8997,69,2,0.01,0
9424,69,1,0.01,0
10436,69,1,0.01,6
10438,69,1,0.01,7
11427,69,0,64.74,0
11693,69,0,0.01,0
11736,69,1,0.01,2
11777,69,1,101.74,5
12532,69,1,0.02,1
13125,69,1,10.3,4
13337,69,2,0.02,0
13342,69,1,0.01,9
14010,69,2,0.86,5
14191,69,0,42.58,0
14773,69,1,0.008077544,3
14776,69,0,0.01,0
14884,69,1,0.01,3
15786,69,0,0.01,0
16551,69,2,0.02,5
16638,69,1,0.21,7
17052,69,1,41.23,11
17070,69,1,0.01,0
18001,69,0,0.02,0
18663,69,0,15.63,0
18681,69,1,116.27,4
18853,69,1,61.85,0
19313,69,1,120.27,5
19671,69,0,8.55,0
19727,69,2,0.009242144,1
20154,69,1,0.01,0
20519,69,1,1.55,6
22155,69,2,0.01,3
22214,69,1,0.01,2
22343,69,0,2.08,0
22451,69,1,0.01,8
22596,69,3,0.01,7
22617,69,1,111.22,7
22767,69,1,0.01,6
22810,69,0,8.72,0
22986,69,1,1.17,3
23881,69,1,0.01,5
24027,69,1,120.27,0
24034,69,0,52.32,0
24259,69,1,16.81,3
24332,69,1,240.54,0
24334,69,0,171.82,0
24612,69,1,0.01,0
24965,69,0,0.87,0
25722,69,2,2.74,9
26770,69,1,0.01,5
27166,69,1,0.45,4
27396,69,1,1.07,4
27610,69,2,27.49,7
27796,69,1,0.19,2
28172,69,1,17.18,7
28381,69,0,0.01,0
28704,69,2,27.02,5
28948,69,1,35.9,2
29564,69,1,0.01,1
29992,69,2,0.11,0
100779,69,1,1030.92,7
102980,69,1,0.009242144,6
103083,69,1,23.85,0
103447,69,1,0.01,2
104057,69,1,0.01,6
109020,69,1,0.01,1
109554,69,1,11.39,3
400000,69,1,0.58,4
400161,69,1,15.62,0
400360,69,1,68.16,0
400448,69,1,213.73,0
400503,69,1,49.68,0
400528,69,1,14.53,0
400701,69,1,186.04,0
400707,69,1,85.06,0
400717,69,1,343.64,7
400723,69,1,48.44,0
400776,69,1,2.32,0
400845,69,1,68.29,0
400867,69,1,3.65,6
400890,69,1,40.75,0
400912,69,1,87.2,0
401040,69,1,13.74,0
401054,69,1,15.78,0
401144,69,1,57.91,0
401162,69,1,0.01,0
401412,69,1,245.62,0
401734,69,1,54.98,0
401882,69,1,80.49,0
401944,69,1,3.07,0
401952,69,1,36.92,0
402004,69,1,394,0
402270,69,1,54.86,0
403451,69,1,77.67,0
5283,70,1,61.85,8
7524,70,1,2.71,0
7874,70,1,0.01,0
8002,70,2,5.51,5
8109,70,1,240.54,0
8195,70,1,22.85,1
9880,70,0,0.008077544,0
10081,70,1,0.01,8
10334,70,1,6.05,1
10362,70,1,49.89,5
10780,70,1,0.59,2
10820,70,1,9.68,0
10844,70,1,0.01,6
11100,70,2,0.02,7
11115,70,0,0.01,0
11143,70,1,22.3,2
11197,70,1,37.3,2
11211,70,1,1.54,2
11246,70,1,771.62,6
12772,70,1,0.01,2
13270,70,1,1.36,7
13884,70,3,0.85,6
13898,70,2,0.01,0
14250,70,1,1.87,3
14340,70,1,0.01,3
15310,70,1,0.3,2
15679,70,0,0.02,0
15839,70,2,0.43,5
15981,70,1,0.02,1
16250,70,1,0.009242144,3
16255,70,0,0.01,3
16682,70,1,36.19,3
16895,70,1,120.27,5
17095,70,1,0.01,0
17256,70,1,69.67,9
17349,70,1,1.43,0
17355,70,1,0.01,4
17558,70,0,0.01,0
17806,70,0,0.01,0
17811,70,0,240.54,0
17984,70,2,0.01,3
18116,70,2,43.06,2
19199,70,1,0.01,6
19260,70,0,0.01,0
19372,70,1,0.01,0
19637,70,0,0.02,0
19741,70,1,0.01,0
19931,70,1,0.01,0
21238,70,0,0.009242144,0
21325,70,1,5.56,6
21595,70,0,0.01,0
21778,70,1,0.01,0
22143,70,0,0.01,0
22357,70,1,0.008077544,0
22392,70,2,78.87,3
22766,70,0,0.009242144,0
22936,70,2,24.05,11
22993,70,1,0.01,1
24218,70,1,186.04,1
24383,70,1,0.01,7
24540,70,0,0.01,0
24861,70,0,82.77,0
25042,70,1,0.01,0
25783,70,1,3.39,13
25917,70,1,41.23,8
25930,70,1,0.01,1
26953,70,2,0.25,5
27065,70,2,0.01,4
27439,70,1,0.01,0
27826,70,1,0.01,0
28273,70,2,0.01,1
28511,70,1,29.93,1
28557,70,0,0.01,0
28772,70,2,0.02,0
28902,70,0,20.61,0
29893,70,1,515.46,6
74379,70,1,7.38,0
74550,70,1,0.01,2
100742,70,1,8.01,2
101290,70,1,49.39,0
104030,70,1,22.49,4
105713,70,1,0.009242144,0
105982,70,1,5.02,0
111010,70,1,0.016155089,4
111476,70,1,34.36426117,2
400358,70,1,132.95,0
400468,70,1,109.9,0
400565,70,1,95.45,0
400580,70,1,20.34,0
400582,70,1,2.28,0
400599,70,1,348.83,0
400720,70,1,192.19,0
400759,70,1,11.78,0
400855,70,1,42.04,0
400898,70,1,20.61,0
400968,70,1,23.25,0
401027,70,1,4.95,0
401227,70,1,1.16,0
401404,70,1,0.02,0
402000,70,1,85.91,0
403106,70,1,0.01,0
292,71,1,34.36,4
1956,71,1,1030.92,4
5320,71,1,343.64,0
8012,71,0,0.01,0
8247,71,1,0.009242144,0
8306,71,1,481.09,4
8402,71,1,0.01,3
8809,71,1,0.52,0
9159,71,3,581.39,5
9415,71,2,0.01,9
9902,71,2,18.18,10
10273,71,1,137.45,7
10863,71,1,48.47,0
10952,71,0,0.01,0
11042,71,1,3.89,6
11249,71,1,145.68,2
11585,71,2,0.35,0
11608,71,1,5.97,0
11748,71,0,40.35,0
12016,71,3,11.44,9
12342,71,2,116.27,6
12712,71,1,11.1,0
12755,71,1,0.009242144,2
13079,71,0,105.28,0
13287,71,1,0.01,0
13294,71,0,0.01,0
14520,71,0,0.02,0
14702,71,1,8.3,0
15105,71,1,0.02,7
16178,71,1,103.09,0
16476,71,1,13.23,0
16744,71,1,0.02,2
17232,71,0,0.01,0
17539,71,1,27.2,5
18209,71,1,40.69,6
18666,71,2,963.52,15
18675,71,1,7848.83,5
18814,71,1,27.9,1
19358,71,1,99.86,2
19997,71,1,0.01,5
20003,71,1,41.08,9
20183,71,1,0.01,0
20216,71,1,3.77,1
21335,71,0,0.01,0
21337,71,0,0.01,0
21467,71,1,0.02,8
21581,71,1,119.65,12
21597,71,1,0.01,7
21781,71,1,0.25,8
21840,71,1,0.01,0
22603,71,0,0.02,0
22794,71,0,0.01,0
22941,71,0,81.39,0
22990,71,0,11.44,0
23652,71,1,0.17,11
23797,71,1,0.02,12
23934,71,1,2.13,3
23961,71,2,481.09,3
24202,71,0,0.01,1
24241,71,2,85.91,3
24496,71,1,48.1,1
25756,71,0,0.01,0
26074,71,0,3.59,0
26283,71,3,0.008077544,0
26654,71,1,0.02,0
26809,71,1,0.02,0
27272,71,0,19.56,0
27359,71,1,0.01,0
27488,71,1,401,0
27923,71,0,0.02,0
28356,71,1,0.01,2
