id,grasen,AOD,Nmarr,evermarried,Nsur15,SES
64735,0,69,2,1,1,4
71331,0,86,1,1,5,4
61793,0,49,1,1,4,4
116714,0,81,1,1,6,4
111833,0,64,1,1,5,4
14432,0,55,1,1,3,4
56208,0,68,1,1,5,4
17987,0,50,2,1,3,4
99451,0,53,2,1,4,4
60182,0,63,1,1,4,4
52241,0,66,1,1,4,4
51384,0,70,1,1,6,4
40005,0,61,1,1,0,4
56446,0,59,2,1,1,4
45331,0,74,2,1,5,4
37480,0,80,1,1,4,4
100578,0,74,1,1,7,4
7976,0,29,1,1,1,4
37975,0,56,3,1,3,4
38459,0,41,1,1,3,4
36729,0,67,1,1,0,4
110138,0,85,1,1,5,4
42556,0,68,2,1,9,4
35346,0,86,1,1,2,4
18556,0,67,1,1,2,4
114341,0,76,3,1,6,4
13171,0,54,1,1,5,4
35294,0,49,1,1,1,4
105218,0,49,1,1,5,4
118156,0,83,2,1,3,4
38595,0,71,2,1,3,4
22449,0,66,1,1,5,4
112211,0,84,1,1,8,4
116803,0,60,4,1,1,4
27062,0,37,1,1,2,4
65171,0,44,1,1,2,4
64181,0,64,2,1,3,4
39447,0,55,2,1,5,4
54499,0,80,1,1,6,4
116134,0,87,1,1,4,4
11330,0,75,1,1,5,4
53617,0,61,1,1,4,4
50534,0,58,2,1,5,4
11122,0,58,1,1,3,4
117783,0,90,2,1,2,4
19746,0,35,1,1,4,4
117657,0,47,1,1,6,4
2399,0,46,1,1,5,4
51189,0,73,1,1,2,4
57451,0,43,2,1,6,4
20900,0,56,1,1,7,4
66160,0,81,1,1,0,4
100272,0,65,1,1,6,4
15453,0,55,1,1,3,4
107253,0,61,1,1,3,4
105461,0,58,1,1,5,4
99630,0,80,2,1,5,4
15266,0,30,1,1,5,4
11676,0,75,2,1,4,4
13828,0,49,1,1,6,4
38754,0,70,1,1,7,4
73831,0,71,1,1,2,4
24008,0,45,1,1,5,4
46941,0,82,1,1,2,4
25773,0,52,3,1,4,4
2008,0,59,2,1,4,4
112815,0,77,1,1,2,4
101793,0,81,2,1,4,4
22520,0,51,1,1,3,4
41402,0,62,1,1,4,4
99481,0,77,1,1,7,4
50859,0,57,1,1,7,4
9243,0,72,1,1,7,4
110578,0,85,3,1,6,4
99386,0,89,2,1,1,4
17563,0,70,2,1,6,4
108500,0,77,1,1,0,4
63355,0,53,1,1,5,4
45878,0,64,1,1,1,4
72058,0,79,1,1,1,4
71675,0,68,1,1,2,4
76201,0,80,1,1,5,4
102841,0,52,1,1,8,4
71842,0,64,1,1,2,4
39595,0,73,1,1,5,4
113322,0,68,1,1,4,4
110660,0,48,1,1,4,4
107133,0,75,1,1,5,4
37287,0,68,1,1,2,4
104199,0,60,1,1,1,4
80154,0,87,1,1,3,4
103889,0,68,1,1,3,4
118115,0,98,1,1,6,4
19117,0,63,1,1,2,4
44356,0,80,1,1,4,4
110763,0,80,2,1,7,4
62158,0,41,2,1,0,4
44394,0,53,1,1,4,4
33609,0,69,1,1,5,4
11925,0,88,1,1,4,4
17923,0,67,1,1,5,4
6700,0,79,1,1,1,4
107557,0,63,1,1,6,4
103581,0,85,2,1,4,4
15599,0,52,3,1,3,4
110389,0,56,2,1,1,4
9293,0,53,1,1,4,4
30056,0,62,1,1,4,4
34237,0,51,2,1,2,4
41977,0,40,1,1,1,4
58567,0,60,1,1,2,4
12580,0,60,2,1,3,4
11558,0,77,1,1,2,4
32657,0,53,1,1,4,4
61733,0,34,1,1,3,4
4943,0,81,1,1,0,4
114319,0,68,1,1,5,4
37194,0,30,1,1,4,4
46535,0,82,1,1,3,4
99972,0,48,3,1,7,4
115329,0,57,2,1,3,4
106997,0,71,2,1,10,4
101711,0,57,1,1,3,4
35018,0,30,1,1,1,4
31934,0,70,1,1,4,4
39607,0,80,2,1,5,4
29767,0,67,1,1,4,4
25494,0,81,1,1,3,4
264,0,74,1,1,4,4
22801,0,67,1,1,1,4
29964,0,84,2,1,1,4
116682,0,65,1,1,7,4
100385,0,65,3,1,3,4
36644,0,70,1,1,6,4
117708,0,67,1,1,5,4
118338,0,43,1,1,2,4
71289,0,73,1,1,2,4
13312,0,61,1,1,6,4
29177,0,62,1,1,2,4
39440,0,65,1,1,4,4
11733,0,89,1,1,6,4
100181,0,63,1,1,1,4
35321,0,76,2,1,2,4
100484,0,84,1,1,2,4
47450,0,35,1,1,2,4
102657,0,68,2,1,5,4
62952,0,54,1,1,3,4
11281,0,66,1,1,3,4
67121,0,38,1,1,1,4
35144,0,75,1,1,3,4
30746,0,59,1,1,2,4
8342,0,51,1,1,7,4
65828,0,51,1,1,9,4
117808,0,58,1,1,3,4
50830,0,63,2,1,1,4
20965,0,51,1,1,3,4
31126,0,46,1,1,5,4
108531,0,72,1,1,1,4
107971,0,60,1,1,8,4
104920,0,54,1,1,2,4
77704,0,71,1,1,5,4
65118,0,66,1,1,6,4
33010,0,57,1,1,5,4
101386,0,55,2,1,2,4
32020,0,73,1,1,2,4
42357,0,68,1,1,4,4
100976,0,73,1,1,1,4
58742,0,28,1,1,3,4
117862,0,71,1,1,3,4
18082,0,70,1,1,6,4
116405,0,50,1,1,5,4
23679,0,30,1,1,2,4
64144,0,83,1,1,7,4
37792,0,92,1,1,5,4
18628,0,64,1,1,4,4
51382,0,58,3,1,5,4
112698,0,83,1,1,3,4
105559,0,73,1,1,0,4
32320,0,51,1,1,8,4
102354,0,70,2,1,2,4
71581,0,53,1,1,0,4
103323,0,73,1,1,6,4
102181,0,53,1,1,0,4
108715,0,74,1,1,3,4
109193,0,76,1,1,1,4
44302,0,72,2,1,1,4
16168,0,64,1,1,2,4
27202,0,76,1,1,3,4
106394,0,57,1,1,2,4
62591,0,32,1,1,3,4
118738,0,61,1,1,6,4
71602,0,58,2,1,4,4
117742,0,92,1,1,4,4
102470,0,69,1,1,6,4
112727,0,69,1,1,1,4
105865,0,61,1,1,2,4
80290,0,68,1,1,6,4
8665,0,63,1,1,3,4
14532,0,73,2,1,0,4
18835,0,84,1,1,5,4
23929,0,73,2,1,4,4
36680,0,54,2,1,3,4
21818,0,46,1,1,4,4
31181,0,40,1,1,0,4
105077,0,65,1,1,6,4
110463,0,65,2,1,0,4
115976,0,43,1,1,1,4
18625,0,61,1,1,5,4
68356,0,83,1,1,8,4
29064,0,83,1,1,1,4
41755,0,49,1,1,4,4
72013,0,45,1,1,4,4
103158,0,81,1,1,5,4
8843,0,34,1,1,1,4
80027,0,69,1,1,3,4
18481,0,72,1,1,4,4
38350,0,66,1,1,1,4
49731,0,74,1,1,2,4
110149,0,38,1,1,2,4
109134,0,73,1,1,5,4
113424,0,66,2,1,6,4
35524,0,57,1,1,1,4
44396,0,79,1,1,6,4
53898,0,50,2,1,1,4
13562,0,62,2,1,3,4
53652,0,74,1,1,8,4
113617,0,93,1,1,3,4
106308,0,74,2,1,4,4
32249,0,63,1,1,0,4
60063,0,57,1,1,7,4
71506,0,62,1,1,7,4
99498,0,62,1,1,6,4
52670,0,64,1,1,7,4
44305,0,40,1,1,3,4
15324,0,79,1,1,5,4
29351,0,59,1,1,6,4
115419,0,53,3,1,2,4
48331,0,52,2,1,5,4
45899,0,63,1,1,3,4
47802,0,62,2,1,3,4
99442,0,69,1,1,0,4
25716,0,50,1,1,6,4
43241,0,40,1,1,1,4
35390,0,59,1,1,2,4
102188,0,65,1,1,6,4
116546,0,65,2,1,1,4
37658,0,42,1,1,2,4
76366,0,68,1,1,4,4
15244,0,73,1,1,3,4
117339,0,62,1,1,4,4
73874,0,45,1,1,1,4
7527,0,85,1,1,5,4
7963,0,48,1,1,0,4
108902,0,50,1,1,1,4
53387,0,66,2,1,1,4
27746,0,68,1,1,5,4
9014,0,60,1,1,1,4
27901,0,73,1,1,9,4
101800,0,73,1,1,7,4
12609,0,72,1,1,4,4
117054,0,75,2,1,0,4
17571,0,44,1,1,2,4
39915,0,76,2,1,1,4
48749,0,43,1,1,5,4
39268,0,55,1,1,1,4
36026,0,74,1,1,4,4
66618,0,85,1,1,4,4
78653,0,59,1,1,5,4
9078,0,81,2,1,5,4
18287,0,73,1,1,4,4
112446,0,77,1,1,0,4
14858,0,63,2,1,7,4
100327,0,62,1,1,3,4
18005,0,47,2,1,4,4
105700,0,75,1,1,1,4
99421,0,42,1,1,5,4
99683,0,63,1,1,6,4
14953,0,80,1,1,4,4
105742,0,71,2,1,3,4
71375,0,73,2,1,3,4
102986,0,75,1,1,3,4
35615,0,55,1,1,3,4
37974,0,71,2,1,3,4
106035,0,59,2,1,6,4
109196,0,62,1,1,1,4
35290,0,63,1,1,2,4
111891,0,43,2,1,3,4
110640,0,71,1,1,2,4
20277,0,56,1,1,5,4
14865,0,72,1,1,7,4
12785,0,84,1,1,7,4
118634,0,57,1,1,10,4
15465,0,72,1,1,3,4
117911,0,85,1,1,4,4
60048,0,76,1,1,4,4
35956,0,66,1,1,5,4
109544,0,63,2,1,2,4
26811,0,64,1,1,3,4
105327,0,61,1,1,3,4
51473,0,74,1,1,1,4
114151,0,83,1,1,7,4
38349,0,78,2,1,4,4
26235,0,57,1,1,3,4
53345,0,59,1,1,7,4
63278,0,53,1,1,5,4
60391,0,62,1,1,2,4
7889,0,78,1,1,1,4
17560,0,71,1,1,8,4
35222,0,70,1,1,3,4
15468,0,55,1,1,0,4
26566,0,89,1,1,2,4
44923,0,75,1,1,2,4
62147,0,40,2,1,3,4
17121,0,38,2,1,0,4
21639,0,39,1,1,0,4
50091,0,48,2,1,5,4
100141,0,39,1,1,2,4
103057,0,59,1,1,2,4
39601,0,50,1,1,0,4
37512,0,31,1,1,2,4
50522,0,63,1,1,7,4
9370,0,50,1,1,3,4
40031,0,86,1,1,4,4
106105,0,53,1,1,5,4
36614,0,62,2,1,4,4
55444,0,41,1,1,2,4
105231,0,39,1,1,0,4
30210,0,51,1,1,5,4
36717,0,47,1,1,5,4
102726,0,36,1,1,2,4
12135,0,67,2,1,7,4
36370,0,71,1,1,6,4
115484,0,71,2,1,5,4
7832,0,75,1,1,6,4
4472,0,57,1,1,1,4
20092,0,80,1,1,6,4
29135,0,68,1,1,2,4
100656,0,83,1,1,3,4
5706,0,66,2,1,0,4
21859,0,73,2,1,4,4
115668,0,64,1,1,7,4
17520,0,67,1,1,7,4
72224,0,84,1,1,4,4
114992,0,72,2,1,9,4
7978,0,85,1,1,4,4
110565,0,46,1,1,4,4
104919,0,41,1,1,1,4
66548,0,80,1,1,2,4
57088,0,58,1,1,4,4
40526,0,43,2,1,2,4
35145,0,51,2,1,2,4
115135,0,75,1,1,2,4
71613,0,61,1,1,4,4
16001,0,54,1,1,4,4
26357,0,66,1,1,3,4
112551,0,65,1,1,6,4
48416,0,77,1,1,1,4
7499,0,48,1,1,3,4
64759,0,72,1,1,6,4
36039,0,67,1,1,0,4
18846,0,80,1,1,3,4
12920,0,78,1,1,5,4
20862,0,40,1,1,2,4
16297,0,38,1,1,5,4
101506,0,72,1,1,0,4
50084,0,89,1,1,3,4
18181,0,76,1,1,2,4
116927,0,60,1,1,3,4
105901,0,47,1,1,3,4
107391,0,49,1,1,0,4
72015,0,54,1,1,4,4
71788,0,62,1,1,4,4
7750,0,72,1,1,4,4
116347,0,79,1,1,7,4
116994,0,45,1,1,5,4
17284,0,55,1,1,2,4
58926,0,74,1,1,8,4
9231,0,62,1,1,5,4
101336,0,76,2,1,8,4
17217,0,58,1,1,2,4
55597,0,62,2,1,4,4
19671,0,74,1,1,5,4
35626,0,76,1,1,6,4
113312,0,59,1,1,5,4
72092,0,55,1,1,4,4
70688,0,40,1,1,3,4
11147,0,82,2,1,3,4
21138,0,47,1,1,0,4
42769,0,43,1,1,1,4
39493,0,51,2,1,4,4
80080,0,64,1,1,5,4
66110,0,62,2,1,4,4
14336,0,72,2,1,4,4
5695,0,50,1,1,0,4
35896,0,52,1,1,3,4
20915,0,81,2,1,6,4
103015,0,54,1,1,3,4
29812,0,76,2,1,6,4
7252,0,78,1,1,4,4
14538,0,90,1,1,5,4
43042,0,46,1,1,1,4
117194,0,76,1,1,7,4
71961,0,43,1,1,5,4
101389,0,63,2,1,1,4
99268,0,88,2,1,3,4
20949,0,44,1,1,4,4
50508,0,41,1,1,0,4
35742,0,79,1,1,3,4
109822,0,80,1,1,4,4
56432,0,78,1,1,4,4
106696,0,58,1,1,4,4
19032,0,51,1,1,3,4
108751,0,45,1,1,7,4
99824,0,72,1,1,6,4
7154,0,79,1,1,8,4
36294,0,85,1,1,5,4
109569,0,61,1,1,3,4
99505,0,59,2,1,5,4
52976,0,71,1,1,3,4
52164,0,41,1,1,2,4
104683,0,67,1,1,3,4
115358,0,70,1,1,2,4
38944,0,77,1,1,2,4
13985,0,79,1,1,7,4
66064,0,37,1,1,5,4
38454,0,44,1,1,4,4
27626,0,63,1,1,6,4
30553,0,74,1,1,2,4
28157,0,44,1,1,3,4
50776,0,84,1,1,2,4
110301,0,49,1,1,2,4
111328,0,60,1,1,5,4
21055,0,43,1,1,3,4
49213,0,60,1,1,4,4
43297,0,86,1,1,5,4
113665,0,55,1,1,4,4
110548,0,78,1,1,5,4
101874,0,34,1,1,3,4
71402,0,70,3,1,2,4
114699,0,64,1,1,3,4
110209,0,41,1,1,3,4
48588,0,88,1,1,2,4
46813,0,69,1,1,4,4
19287,0,47,1,1,4,4
101564,0,77,1,1,0,4
115906,0,55,1,1,3,4
16110,0,45,1,1,1,4
53048,0,55,2,1,5,4
106058,0,74,1,1,3,4
39949,0,62,1,1,4,4
113609,0,61,1,1,7,4
5478,0,69,2,1,5,4
36286,0,73,1,1,0,4
48014,0,69,2,1,6,4
35303,0,75,2,1,6,4
71610,0,66,1,1,5,4
39689,0,72,2,1,3,4
26441,0,90,1,1,6,4
100873,0,48,1,1,6,4
6148,0,64,1,1,4,4
116206,0,82,1,1,1,4
71278,0,53,1,1,6,4
30856,0,40,1,1,4,4
99582,0,58,1,1,2,4
11111,0,64,1,1,3,4
117655,0,83,1,1,4,4
12153,0,70,1,1,4,4
28690,0,77,1,1,6,4
45335,0,73,2,1,2,4
37154,0,68,2,1,3,4
26293,0,43,1,1,4,4
25979,0,59,1,1,4,4
18056,0,49,1,1,4,4
19372,0,56,1,1,3,4
45408,0,63,1,1,3,4
31525,0,67,2,1,8,4
37981,0,63,1,1,0,4
116512,0,73,1,1,6,4
118757,0,62,1,1,4,4
26115,0,43,2,1,0,4
62571,0,60,1,1,3,4
34209,0,76,2,1,4,4
25774,0,65,2,1,3,4
11422,0,70,1,1,3,4
105806,0,35,1,1,1,4
19506,0,36,1,1,1,4
32841,0,74,1,1,7,4
26365,0,84,3,1,6,4
29366,0,55,1,1,2,4
71241,0,58,3,1,6,4
67870,0,68,1,1,4,4
37633,0,39,1,1,3,4
17829,0,51,1,1,7,4
41461,0,75,1,1,2,4
102425,0,86,2,1,5,4
15187,0,65,1,1,5,4
62593,0,54,1,1,5,4
111145,0,45,1,1,3,4
15530,0,74,3,1,5,4
19454,0,69,1,1,8,4
99330,0,88,1,1,2,4
31782,0,59,1,1,3,4
8686,0,54,2,1,8,4
107584,0,76,2,1,3,4
45952,0,68,1,1,5,4
104053,0,76,4,1,5,4
48246,0,79,1,1,8,4
52,0,61,2,1,9,4
24656,0,83,1,1,6,4
103211,0,79,1,1,3,4
35849,0,80,1,1,8,4
14085,0,80,1,1,5,4
42249,0,51,2,1,7,4
42885,0,74,1,1,2,4
5134,0,88,2,1,6,4
44304,0,71,1,1,3,4
105886,0,58,1,1,1,4
47159,0,28,1,1,0,4
117045,0,66,2,1,6,4
100179,0,34,1,1,2,4
105823,0,53,2,1,4,4
60149,0,68,1,1,2,4
9868,0,64,1,1,4,4
107127,0,69,1,1,3,4
5979,0,80,2,1,4,4
102808,0,57,1,1,0,4
5622,0,80,1,1,2,4
46812,0,53,1,1,4,4
107221,0,43,2,1,2,4
102308,0,39,1,1,4,4
116993,0,73,2,1,1,4
7511,0,83,1,1,5,4
44464,0,70,1,1,6,4
31119,0,73,1,1,5,4
20630,0,75,1,1,3,4
103752,0,64,1,1,4,4
99466,0,69,1,1,4,4
865,0,76,1,1,5,4
41202,0,38,1,1,3,4
36609,0,62,1,1,8,4
58896,0,60,1,1,4,4
35855,0,71,1,1,1,4
101840,0,57,1,1,6,4
35252,0,35,1,1,2,4
17721,0,47,2,1,6,4
111518,0,76,1,1,2,4
14426,0,65,1,1,5,4
109238,0,65,1,1,5,4
11186,0,67,2,1,4,4
36737,0,51,2,1,8,4
73361,0,62,1,1,3,4
19857,0,72,1,1,5,4
26731,0,63,1,1,2,4
31780,0,34,1,1,1,4
33680,0,69,2,1,10,4
61503,0,67,2,1,5,4
44011,0,53,1,1,4,4
42146,0,63,1,1,4,4
35004,0,40,1,1,3,4
32997,0,35,1,1,2,4
99368,0,31,1,1,2,4
116975,0,54,1,1,5,4
15574,0,82,1,1,8,4
51442,0,75,3,1,2,4
9368,0,47,1,1,5,4
62453,0,61,1,1,5,4
9974,0,66,1,1,4,4
102507,0,76,3,1,4,4
18536,0,74,2,1,9,4
9532,0,71,1,1,3,4
71559,0,51,2,1,3,4
52523,0,48,1,1,2,4
101740,0,68,1,1,4,4
9869,0,51,1,1,2,4
18933,0,88,1,1,6,4
63009,0,76,2,1,3,4
8663,0,44,1,1,3,4
13564,0,48,1,1,5,4
12493,0,71,1,1,0,4
5886,0,93,1,1,5,4
29360,0,85,1,1,4,4
60038,0,74,2,1,4,4
55586,0,67,1,1,2,4
32918,0,61,1,1,6,4
39179,0,71,1,1,4,4
59069,0,41,1,1,4,4
39142,0,70,2,1,3,4
102649,0,86,1,1,4,4
79737,0,38,1,1,4,4
7423,0,77,1,1,3,4
111409,0,57,1,1,3,4
22756,0,56,2,1,3,4
6180,0,77,1,1,3,4
38456,0,58,2,1,3,4
71604,0,80,1,1,0,4
30257,0,85,1,1,5,4
113830,0,51,2,1,6,4
112229,0,61,1,1,2,4
99857,0,56,2,1,4,4
112569,0,79,1,1,1,4
38838,0,79,1,1,2,4
10280,0,39,1,1,2,4
37135,0,72,1,1,2,4
59998,0,65,1,1,1,4
111473,0,48,1,1,5,4
104345,0,84,1,1,4,4
39566,0,70,2,1,0,4
117459,0,66,1,1,4,4
47364,0,77,4,1,4,4
10287,0,43,1,1,4,4
27148,0,78,1,1,4,4
68739,0,65,2,1,4,4
31986,0,69,1,1,5,4
26209,0,63,1,1,5,4
107434,0,49,1,1,2,4
9365,0,64,1,1,3,4
6184,0,58,1,1,4,4
64335,0,67,1,1,3,4
18606,0,58,1,1,4,4
37418,0,63,1,1,7,4
109521,0,66,1,1,4,4
59533,0,57,1,1,4,4
63797,0,68,1,1,6,4
59697,0,51,1,1,3,4
44315,0,65,1,1,3,4
43012,0,82,1,1,3,4
80155,0,63,1,1,1,4
115751,0,78,1,1,0,4
109121,0,56,3,1,5,4
48953,0,61,1,1,3,4
29104,0,42,1,1,2,4
19157,0,50,1,1,3,4
27864,0,83,1,1,8,4
33251,0,71,1,1,2,4
16583,0,61,1,1,3,4
102920,0,58,1,1,5,4
39471,0,59,1,1,4,4
39584,0,73,1,1,4,4
43312,0,71,2,1,0,4
7900,0,72,2,1,7,4
43454,0,69,2,1,5,4
105017,0,75,2,1,2,4
66735,0,53,1,1,2,4
56990,0,62,1,1,0,4
25618,0,58,1,1,0,4
53342,0,64,1,1,2,4
103141,0,79,1,1,2,4
103084,0,85,2,1,4,4
110365,0,86,3,1,4,4
44818,0,35,1,1,4,4
4219,0,52,1,1,1,4
31147,0,64,1,1,4,4
51677,0,61,1,1,4,4
49370,0,81,1,1,4,4
78003,0,54,1,1,2,4
9331,0,44,1,1,3,4
37296,0,67,1,1,7,4
18513,0,56,1,1,3,4
63645,0,78,1,1,1,4
68947,0,61,2,1,3,4
35918,0,61,1,1,5,4
20526,0,77,1,1,7,4
108064,0,83,2,1,9,4
107562,0,57,2,1,3,4
53117,0,53,2,1,2,4
51179,0,61,1,1,7,4
72071,0,69,1,1,2,4
36744,0,59,1,1,6,4
99997,0,70,1,1,5,4
6133,0,85,3,1,0,4
16861,0,40,1,1,3,4
72214,0,58,1,1,6,4
35014,0,74,2,1,4,4
7411,0,87,1,1,7,4
14226,0,62,1,1,7,4
49893,0,61,1,1,2,4
115372,0,52,1,1,7,4
118082,0,70,1,1,3,4
1540,0,39,1,1,2,4
16226,0,35,1,1,3,4
114892,0,84,1,1,1,4
72144,0,49,1,1,0,4
21940,0,91,2,1,5,4
9168,0,58,2,1,3,4
34998,0,40,1,1,2,4
100115,0,71,1,1,5,4
54268,0,55,1,1,2,4
40099,0,32,1,1,0,4
29526,0,79,1,1,5,4
61966,0,77,1,1,0,4
106301,0,59,1,1,3,4
60906,0,60,2,1,4,4
3525,0,66,1,1,2,4
103756,0,86,2,1,7,4
16590,0,66,1,1,3,4
62888,0,61,2,1,12,4
113781,0,78,1,1,6,4
6041,0,78,2,1,3,4
19747,0,64,1,1,3,4
113913,0,80,1,1,3,4
31337,0,51,2,1,2,4
117434,0,80,1,1,6,4
66202,0,77,1,1,4,4
51725,0,43,1,1,5,4
47830,0,74,1,1,1,4
105732,0,70,1,1,3,4
20161,0,64,2,1,5,4
8531,0,52,1,1,3,4
111562,0,70,2,1,6,4
72101,0,69,1,1,6,4
105460,0,54,1,1,3,4
33394,0,68,1,1,5,4
111353,0,66,1,1,2,4
115108,0,55,1,1,5,4
29530,0,69,2,1,0,4
105946,0,74,2,1,0,4
18681,0,68,1,1,5,4
117154,0,79,3,1,2,4
105088,0,66,1,1,0,4
108431,0,75,2,1,6,4
5633,0,62,1,1,4,4
73315,0,65,1,1,5,4
11979,0,61,1,1,6,4
107264,0,83,1,1,3,4
2789,0,37,1,1,2,4
64884,0,61,1,1,3,4
107778,0,50,2,1,4,4
26168,0,74,1,1,3,4
47334,0,67,1,1,2,4
112796,0,78,3,1,4,4
71791,0,63,1,1,5,4
34878,0,65,2,1,4,4
25390,0,65,1,1,2,4
102458,0,62,2,1,0,4
15328,0,70,1,1,4,4
100841,0,65,1,1,4,4
40543,0,63,1,1,3,4
36245,0,52,2,1,6,4
46094,0,83,1,1,4,4
12336,0,67,1,1,3,4
107240,0,55,1,1,4,4
40128,0,83,2,1,8,4
74356,0,62,2,1,9,4
104815,0,76,3,1,10,4
42974,0,59,2,1,5,4
79715,0,83,1,1,0,4
26735,0,74,1,1,5,4
3692,0,59,1,1,5,4
103065,0,68,1,1,1,4
33851,1,62,1,1,6,3
39539,1,76,2,1,2,3
71653,1,54,1,1,5,3
36249,1,46,1,1,5,3
106522,1,84,3,1,3,3
61368,1,62,1,1,5,3
56919,1,78,3,1,4,3
19666,1,66,1,1,2,3
102961,1,77,1,1,7,3
63981,1,73,1,1,7,3
41686,1,56,1,1,0,3
100905,1,51,1,1,5,3
62325,1,43,1,1,4,3
6040,1,71,1,1,1,3
17659,1,69,1,1,3,3
46943,1,49,1,1,5,3
111481,1,70,2,1,7,3
9997,1,38,1,1,3,3
74667,1,84,1,1,8,3
66259,1,66,1,1,0,3
106381,1,51,3,1,3,3
57829,1,78,1,1,10,3
107514,2,56,2,1,2,3
30262,2,86,1,1,1,3
20933,2,80,1,1,3,3
5634,2,52,2,1,5,3
105908,2,78,1,1,3,3
112899,2,79,1,1,2,3
37119,2,33,1,1,1,3
103935,2,82,2,1,0,3
56245,2,75,1,1,3,3
68069,2,55,1,1,4,3
56851,2,79,1,1,6,3
42377,2,62,1,1,2,3
8394,2,80,1,1,3,3
111667,2,47,1,1,8,3
38405,2,61,2,1,3,3
106151,2,85,1,1,4,3
114031,2,71,1,1,0,3
15148,2,73,1,1,10,3
45506,2,79,2,1,4,3
117583,2,76,1,1,2,3
102153,2,49,1,1,6,3
2718,2,51,1,1,2,3
42330,2,58,1,1,5,3
111830,2,70,1,1,6,3
4662,2,71,1,1,2,3
41729,2,69,1,1,4,3
46804,2,67,1,1,2,3
42487,2,58,1,1,4,3
106033,2,73,1,1,1,3
27322,2,65,1,1,4,3
42336,2,77,1,1,0,3
115027,2,80,1,1,3,3
2732,2,37,1,1,2,3
106163,2,74,1,1,6,3
112176,2,64,1,1,4,3
116543,2,75,1,1,4,3
43759,2,44,2,1,1,3
80030,2,59,1,1,5,3
35575,2,83,1,1,7,3
15845,2,41,2,1,4,3
57235,2,80,3,1,11,3
46225,2,73,1,1,4,3
68735,2,61,1,1,0,3
67631,2,57,1,1,2,3
19560,2,46,1,1,4,3
17932,2,51,1,1,3,3
107803,2,77,2,1,4,3
15149,2,80,1,1,4,3
23311,2,53,1,1,7,3
54091,2,53,3,1,1,3
26295,2,85,1,1,4,3
16139,2,52,1,1,2,3
63273,2,77,2,1,5,3
58370,2,71,1,1,6,3
2787,2,60,3,1,4,3
44095,2,55,1,1,0,3
55299,2,83,1,1,2,3
108398,2,35,1,1,3,3
46531,2,76,1,1,1,3
2155,2,61,1,1,1,3
42880,2,74,1,1,2,3
117420,2,51,1,1,0,3
35769,2,42,2,1,1,3
116090,2,86,2,1,5,3
10292,2,81,2,1,5,3
115887,2,45,1,1,2,3
72057,2,45,1,1,3,3
55644,2,75,1,1,7,3
75033,2,72,1,1,1,3
110102,2,64,2,1,4,3
34497,2,71,2,1,7,3
11434,3,81,1,1,10,3
73654,3,74,1,1,3,3
39108,3,60,2,1,5,3
3583,3,36,1,1,3,3
105391,3,47,2,1,4,3
72111,3,75,1,1,7,3
42445,3,94,1,1,4,3
80286,3,65,1,1,6,3
25068,3,51,3,1,8,3
105571,3,87,2,1,7,3
41947,3,41,2,1,2,3
100718,3,72,1,1,4,3
102694,3,67,1,1,0,3
105926,3,52,2,1,4,3
102365,3,35,1,1,0,3
110818,3,74,1,1,3,3
3891,3,51,2,1,0,3
19668,3,70,1,1,10,3
33085,3,63,1,1,2,3
35286,3,58,2,1,4,3
6043,3,41,1,1,2,3
4690,3,69,1,1,3,3
32799,3,72,1,1,5,3
100222,3,69,1,1,7,3
24422,3,67,1,1,3,3
105588,3,47,1,1,3,3
12101,3,67,3,1,4,3
68067,3,66,1,1,3,3
3292,3,41,1,1,2,3
77649,3,37,1,1,5,3
16561,3,85,1,1,4,3
115575,3,67,2,1,4,3
68948,3,76,1,1,10,3
41584,3,80,2,1,7,3
6471,3,63,1,1,2,3
65021,3,56,2,1,5,3
112803,3,65,1,1,6,3
34791,3,64,1,1,4,3
60629,3,74,1,1,2,3
2150,3,60,1,1,4,3
20945,3,52,1,1,7,3
104412,3,54,1,1,3,3
38234,3,59,1,1,1,3
11984,3,53,2,1,5,3
112690,3,54,1,1,6,3
47185,3,87,1,1,5,3
108306,3,50,1,1,6,3
57132,3,81,1,1,1,3
116284,3,78,3,1,5,3
78346,3,76,1,1,2,3
43222,3,69,1,1,0,3
12924,3,80,4,1,6,3
35062,3,45,2,1,1,3
107087,3,59,1,1,4,3
116378,3,61,2,1,7,3
20252,3,58,1,1,7,3
7305,3,63,1,1,3,3
105390,3,49,2,1,4,3
108539,3,82,2,1,6,3
108669,4,71,2,1,8,3
75484,4,75,1,1,7,3
103019,4,86,1,1,0,3
80081,4,64,1,1,3,3
107209,4,66,2,1,7,3
17264,4,65,1,1,2,3
8195,4,69,1,1,4,3
6932,4,40,1,1,4,3
65045,4,64,1,1,3,3
11745,4,51,1,1,6,3
118088,4,58,1,1,0,3
12951,4,67,2,1,11,3
37990,4,81,1,1,3,3
34685,4,45,1,1,4,3
26266,4,78,1,1,5,3
25232,4,61,1,1,5,3
11072,4,75,1,1,2,3
113660,4,58,1,1,1,3
77265,4,82,1,1,6,3
55711,4,68,1,1,5,3
2716,4,63,1,1,3,3
34839,4,57,1,1,4,3
35753,4,84,1,1,3,3
7339,4,59,1,1,10,3
71201,4,60,1,1,5,3
99774,4,73,1,1,1,3
61260,4,63,2,1,1,3
27052,4,64,2,1,4,3
55726,4,84,2,1,3,3
111736,4,58,1,1,0,3
