id,grasen,AOD,Nmarr,evermarried,Nsur15,SES
110208,0,73,2,1,5,4
118548,0,79,1,1,4,4
23077,0,64,1,1,4,4
102084,0,66,2,1,6,4
52851,0,62,2,1,2,4
111730,0,78,1,1,0,4
34375,0,61,1,1,2,4
1382,0,68,2,1,4,4
36494,0,69,1,1,5,4
55743,0,46,1,1,5,4
60831,0,66,1,1,7,4
25234,0,53,2,1,2,4
35100,0,74,1,1,2,4
106327,0,60,1,1,0,4
31329,0,66,2,1,3,4
36500,0,36,1,1,1,4
99676,0,56,1,1,8,4
1072,0,73,1,1,5,4
65080,0,44,3,1,5,4
29449,0,54,1,1,4,4
104772,0,75,1,1,5,4
20810,0,79,1,1,1,4
12637,0,74,2,1,0,4
50320,0,46,1,1,0,4
110425,0,53,1,1,3,4
101794,0,60,1,1,4,4
54592,0,65,1,1,7,4
100055,0,81,2,1,8,4
67154,0,72,2,1,1,4
37073,0,78,2,1,5,4
107275,0,64,2,1,6,4
55170,0,56,1,1,2,4
21081,0,65,1,1,2,4
116215,0,77,1,1,13,4
17920,0,29,1,1,2,4
17655,0,37,1,1,6,4
73834,0,69,1,1,4,4
14978,0,77,1,1,4,4
52923,0,54,1,1,7,4
105490,0,40,1,1,2,4
60313,0,40,1,1,1,4
21622,0,60,3,1,3,4
17919,0,70,1,1,4,4
39007,0,69,1,1,2,4
18374,0,64,1,1,6,4
19223,0,73,1,1,5,4
102008,0,43,1,1,3,4
25608,0,80,1,1,4,4
71580,0,65,1,1,3,4
33201,0,55,1,1,5,4
19373,0,66,1,1,1,4
25304,0,66,1,1,4,4
103022,0,70,1,1,4,4
47582,0,48,1,1,7,4
53688,0,62,1,1,0,4
115851,0,43,2,1,1,4
30873,0,41,1,1,5,4
36248,0,81,1,1,6,4
56143,0,37,1,1,4,4
113268,0,59,1,1,6,4
102385,0,83,3,1,1,4
1873,0,53,1,1,3,4
8003,0,41,1,1,3,4
38011,0,85,1,1,7,4
61335,0,74,4,1,2,4
50458,0,72,1,1,5,4
107799,0,78,1,1,5,4
36144,0,56,1,1,7,4
34693,0,50,1,1,6,4
114714,0,74,1,1,6,4
19430,0,46,1,1,1,4
110481,0,67,1,1,2,4
10227,0,50,2,1,6,4
44005,0,69,1,1,7,4
99702,0,84,1,1,7,4
25825,0,68,1,1,3,4
27577,0,55,1,1,1,4
34456,0,65,1,1,2,4
106562,0,59,1,1,5,4
35947,0,79,1,1,4,4
11226,0,58,1,1,0,4
44007,0,80,2,1,4,4
23056,0,60,1,1,5,4
10750,0,49,1,1,3,4
25464,0,76,1,1,3,4
58554,0,71,2,1,1,4
110066,0,43,1,1,2,4
35259,0,47,1,1,0,4
35760,0,60,1,1,4,4
71829,0,61,1,1,6,4
16436,0,71,1,1,3,4
25094,0,43,1,1,5,4
66855,0,81,2,1,3,4
71672,0,70,2,1,7,4
4221,0,72,1,1,3,4
10821,0,58,2,1,7,4
71911,0,55,1,1,3,4
52849,0,69,1,1,3,4
18432,0,77,1,1,8,4
15580,0,74,2,1,4,4
53544,0,39,1,1,1,4
112973,0,81,1,1,5,4
6944,0,76,1,1,2,4
38370,0,73,1,1,4,4
63821,0,62,1,1,0,4
12509,0,81,1,1,5,4
39695,0,38,1,1,3,4
25735,0,75,1,1,3,4
37624,0,85,1,1,0,4
99969,0,63,1,1,4,4
20964,0,54,1,1,3,4
101666,0,78,1,1,1,4
20209,0,92,1,1,5,4
51410,0,70,2,1,4,4
9286,0,46,1,1,3,4
101844,0,73,2,1,3,4
44949,0,59,2,1,3,4
108763,0,70,1,1,3,4
39599,0,74,1,1,3,4
7988,0,73,1,1,3,4
27914,0,48,1,1,2,4
35470,0,73,1,1,7,4
35623,0,49,1,1,5,4
19840,0,65,1,1,3,4
35148,0,34,1,1,1,4
27320,0,68,1,1,2,4
115676,0,60,1,1,7,4
47365,0,42,1,1,2,4
40305,0,61,2,1,3,4
103884,0,77,3,1,5,4
11555,0,54,1,1,4,4
111429,0,66,1,1,6,4
118622,0,52,1,1,6,4
45916,0,45,1,1,2,4
4931,0,45,1,1,2,4
35745,0,57,2,1,7,4
61424,0,72,1,1,3,4
32294,0,52,1,1,5,4
71918,0,28,1,1,2,4
36633,0,75,1,1,3,4
39074,0,77,1,1,6,4
99493,0,72,1,1,1,4
116557,0,59,1,1,1,4
112549,0,64,2,1,1,4
10430,0,53,1,1,6,4
29011,0,81,1,1,2,4
7427,0,52,1,1,2,4
109244,0,63,1,1,4,4
12780,0,75,1,1,2,4
6135,0,67,1,1,1,4
46561,0,76,1,1,4,4
26031,0,80,1,1,3,4
116027,0,73,1,1,2,4
18743,0,69,1,1,6,4
106319,0,42,1,1,4,4
62222,0,69,1,1,3,4
50432,0,52,1,1,5,4
104489,0,67,1,1,1,4
12354,0,40,1,1,0,4
27535,0,70,1,1,2,4
17782,0,79,1,1,9,4
38062,0,63,1,1,5,4
24805,0,67,3,1,2,4
9086,0,66,1,1,4,4
38802,0,66,1,1,3,4
36274,0,40,1,1,2,4
74407,0,67,2,1,4,4
106673,0,71,1,1,4,4
71279,0,79,1,1,6,4
50443,0,55,1,1,4,4
108170,0,65,1,1,1,4
105889,0,80,1,1,7,4
114839,0,72,1,1,0,4
25962,0,86,1,1,7,4
35817,0,77,1,1,4,4
117036,0,56,1,1,7,4
22738,0,52,1,1,1,4
103916,0,77,1,1,8,4
102129,0,83,1,1,6,4
103519,0,77,2,1,5,4
74168,0,64,2,1,3,4
111114,0,54,2,1,5,4
20135,0,58,1,1,5,4
4661,0,72,1,1,4,4
7804,0,54,1,1,4,4
36243,0,66,1,1,4,4
37614,0,80,1,1,6,4
36029,0,61,1,1,8,4
18112,0,89,1,1,0,4
42251,0,31,1,1,1,4
111966,0,57,1,1,5,4
110008,0,47,1,1,5,4
25895,0,58,1,1,1,4
13157,0,80,1,1,6,4
71456,0,81,1,1,4,4
5377,0,64,1,1,4,4
28734,0,85,1,1,3,4
113083,0,67,1,1,3,4
43216,0,64,2,1,7,4
26737,0,59,1,1,4,4
113123,0,78,1,1,4,4
114097,0,74,1,1,0,4
44568,0,77,1,1,3,4
34211,0,76,1,1,3,4
35270,0,55,1,1,2,4
32737,0,73,3,1,3,4
8010,0,53,2,1,4,4
102446,0,71,1,1,8,4
42174,0,38,1,1,3,4
113999,0,54,1,1,0,4
31927,0,67,1,1,1,4
102913,0,64,3,1,1,4
55407,0,61,3,1,5,4
53371,0,68,2,1,5,4
13842,0,56,2,1,7,4
50648,0,78,3,1,7,4
67813,0,84,1,1,7,4
52872,0,42,1,1,3,4
1605,0,46,2,1,5,4
21426,0,80,2,1,3,4
109796,0,56,2,1,3,4
40877,0,42,1,1,1,4
37286,0,51,1,1,0,4
51683,0,53,1,1,5,4
38907,0,60,1,1,4,4
18087,0,64,1,1,3,4
35749,0,81,1,1,4,4
38791,0,56,1,1,0,4
31569,0,38,1,1,5,4
62771,0,50,1,1,6,4
103860,0,67,2,1,3,4
41272,0,59,1,1,2,4
72022,0,74,1,1,5,4
64984,0,48,1,1,4,4
5609,0,79,1,1,3,4
37107,0,61,2,1,6,4
108330,0,55,1,1,3,4
6741,0,34,1,1,1,4
104777,0,68,2,1,5,4
37605,0,65,2,1,9,4
36599,0,48,2,1,5,4
42491,0,55,1,1,0,4
39089,0,37,1,1,4,4
5289,0,58,1,1,2,4
32573,0,67,2,1,3,4
60649,0,54,1,1,1,4
44918,0,35,1,1,2,4
65444,0,70,1,1,7,4
8535,0,75,2,1,7,4
25695,0,78,1,1,2,4
71216,0,62,1,1,7,4
64403,0,70,2,1,5,4
64827,0,55,1,1,5,4
5586,0,84,1,1,3,4
45515,0,64,1,1,2,4
50509,0,56,1,1,0,4
37971,0,49,1,1,3,4
37934,0,77,1,1,2,4
19124,0,36,1,1,4,4
62672,0,54,1,1,3,4
71694,0,63,1,1,8,4
71715,0,74,1,1,0,4
101688,0,75,1,1,4,4
7075,0,76,1,1,3,4
72138,0,55,1,1,4,4
36374,0,55,1,1,1,4
46940,0,81,2,1,6,4
64188,0,84,2,1,7,4
33075,0,81,2,1,2,4
109245,0,64,1,1,0,4
118163,0,56,1,1,0,4
18607,0,47,1,1,3,4
49651,0,61,1,1,9,4
15156,0,67,1,1,4,4
8668,0,82,1,1,2,4
102555,0,77,1,1,1,4
108762,0,74,2,1,6,4
71354,0,44,1,1,2,4
11790,0,43,1,1,4,4
16258,0,77,3,1,4,4
62955,0,62,1,1,8,4
118274,0,73,1,1,3,4
48141,0,50,1,1,4,4
58847,0,66,1,1,4,4
17781,0,51,2,1,3,4
13956,0,81,1,1,7,4
6945,0,72,1,1,4,4
106457,0,52,2,1,5,4
27406,0,42,2,1,3,4
34830,0,37,2,1,2,4
6039,0,68,1,1,7,4
35023,0,39,1,1,4,4
37672,0,59,1,1,5,4
35578,0,68,1,1,5,4
39442,0,78,2,1,3,4
22284,0,64,1,1,0,4
40906,0,66,2,1,7,4
40174,0,91,1,1,5,4
113255,0,36,1,1,3,4
932,0,68,1,1,6,4
44430,0,73,1,1,9,4
11565,0,43,1,1,3,4
35741,0,64,1,1,3,4
46810,0,63,2,1,4,4
66516,0,55,1,1,5,4
38368,0,52,1,1,4,4
8168,0,58,1,1,1,4
55085,0,55,1,1,4,4
108974,0,70,1,1,4,4
24928,0,62,1,1,4,4
21059,0,88,2,1,8,4
18295,0,44,1,1,3,4
77395,0,59,1,1,2,4
3912,0,79,2,1,2,4
64839,0,72,1,1,3,4
7491,0,78,1,1,1,4
114146,0,58,1,1,3,4
110223,0,74,1,1,3,4
51425,0,53,3,1,4,4
102754,0,69,1,1,6,4
18057,0,71,1,1,2,4
115052,0,43,1,1,3,4
10864,0,79,2,1,5,4
36504,0,73,1,1,0,4
113203,0,59,1,1,2,4
107756,0,52,1,1,0,4
24987,0,44,1,1,3,4
25783,0,35,1,1,0,4
26781,0,49,2,1,3,4
107754,0,68,3,1,6,4
1427,0,76,1,1,5,4
2007,0,51,1,1,2,4
13621,0,49,1,1,5,4
112227,0,62,1,1,3,4
50448,0,59,1,1,1,4
21614,0,54,1,1,3,4
2613,0,69,1,1,2,4
100154,0,50,1,1,6,4
100697,0,74,1,1,5,4
67812,0,81,1,1,3,4
71408,0,74,1,1,1,4
3188,0,47,1,1,4,4
112071,0,81,1,1,8,4
48266,0,65,1,1,2,4
22968,0,54,1,1,7,4
51418,0,69,1,1,3,4
107932,0,79,1,1,2,4
35834,0,84,1,1,3,4
117552,0,79,4,1,4,4
102263,0,67,2,1,3,4
9372,0,77,1,1,2,4
104482,0,41,1,1,1,4
20650,0,65,1,1,3,4
11170,0,44,1,1,0,4
9091,0,52,1,1,1,4
44505,0,59,1,1,0,4
15673,0,47,1,1,6,4
55413,0,55,2,1,5,4
63802,0,62,1,1,3,4
107302,0,75,2,1,0,4
109953,0,51,2,1,0,4
113275,0,48,1,1,0,4
57460,0,66,1,1,6,4
31334,0,79,1,1,7,4
71621,0,56,1,1,6,4
49730,0,61,1,1,3,4
104614,0,61,1,1,0,4
64746,0,74,1,1,1,4
39577,0,84,1,1,5,4
50973,0,73,1,1,9,4
39232,0,63,2,1,2,4
114879,0,75,1,1,2,4
62335,0,53,1,1,3,4
11561,0,90,1,1,1,4
110928,0,69,1,1,6,4
71822,0,65,1,1,5,4
56211,0,71,1,1,6,4
105884,0,61,1,1,3,4
57196,0,57,1,1,3,4
108775,0,80,1,1,4,4
31140,0,54,1,1,6,4
71404,0,65,1,1,3,4
116583,0,64,1,1,4,4
105491,0,63,2,1,5,4
111889,0,56,1,1,2,4
29055,0,48,2,1,1,4
16497,0,72,1,1,3,4
10511,0,87,1,1,3,4
115622,0,72,2,1,7,4
25910,0,86,1,1,1,4
116355,0,84,1,1,5,4
57713,0,39,1,1,2,4
15359,0,56,2,1,2,4
6131,0,68,1,1,0,4
27188,0,46,1,1,2,4
32335,0,49,1,1,4,4
50530,0,53,1,1,3,4
32704,0,70,1,1,0,4
104533,0,75,1,1,6,4
103301,0,74,2,1,0,4
1062,0,73,1,1,6,4
32530,0,59,2,1,9,4
25812,0,60,1,1,0,4
115363,0,63,2,1,4,4
21078,0,49,1,1,0,4
19861,0,68,1,1,0,4
78032,0,62,1,1,3,4
109280,0,80,2,1,2,4
43071,0,72,1,1,1,4
18912,0,77,2,1,7,4
103650,0,47,2,1,4,4
104070,0,90,1,1,6,4
106064,0,71,1,1,2,4
100534,0,73,1,1,4,4
40536,0,38,1,1,2,4
99906,0,66,1,1,4,4
16174,0,82,2,1,4,4
31776,0,91,2,1,4,4
108346,0,65,1,1,0,4
18114,0,48,1,1,1,4
12406,0,65,1,1,4,4
18819,0,69,2,1,11,4
11289,0,71,1,1,4,4
49840,0,43,1,1,0,4
116608,0,68,1,1,5,4
17983,0,78,1,1,3,4
31910,0,46,2,1,2,4
110179,0,59,2,1,3,4
20060,0,85,1,1,2,4
103400,0,34,1,1,1,4
2722,0,69,1,1,3,4
75449,0,66,1,1,0,4
14665,0,79,3,1,1,4
39173,0,81,1,1,1,4
77840,0,76,1,1,3,4
44085,0,75,2,1,1,4
110250,0,85,1,1,6,4
112811,0,69,2,1,0,4
29715,0,81,1,1,3,4
37977,0,84,1,1,3,4
114515,0,47,1,1,7,4
246,0,64,1,1,4,4
49681,0,43,1,1,7,4
112204,0,86,1,1,6,4
118746,0,53,2,1,2,4
40207,0,56,1,1,6,4
111477,0,39,1,1,1,4
100592,0,79,1,1,7,4
16568,0,84,2,1,5,4
10865,0,57,2,1,3,4
5115,0,75,2,1,6,4
51665,0,74,2,1,6,4
52467,0,62,1,1,1,4
43381,0,81,2,1,3,4
14649,0,58,3,1,8,4
35565,0,36,1,1,3,4
58100,0,79,1,1,0,4
7270,0,57,1,1,4,4
43791,0,42,1,1,7,4
67125,0,69,1,1,5,4
11937,0,52,1,1,3,4
16926,0,32,1,1,2,4
69883,0,66,1,1,5,4
37671,0,52,1,1,1,4
19164,0,64,1,1,11,4
26217,0,60,1,1,5,4
12156,0,51,1,1,4,4
103575,0,81,2,1,2,4
34999,0,59,1,1,5,4
72363,0,78,1,1,1,4
6970,0,95,1,1,3,4
28354,0,51,1,1,6,4
71896,0,44,1,1,0,4
39487,0,32,1,1,1,4
12766,0,70,1,1,1,4
101930,0,62,2,1,5,4
108444,0,44,2,1,0,4
102356,0,58,1,1,1,4
66166,0,51,1,1,0,4
2313,0,89,1,1,1,4
56938,0,59,1,1,7,4
8541,0,74,1,1,2,4
113667,0,67,1,1,5,4
29875,0,54,1,1,2,4
103749,0,83,1,1,4,4
21154,0,57,1,1,3,4
17094,0,83,2,1,3,4
36032,0,74,1,1,5,4
41466,0,27,1,1,0,4
20643,0,59,1,1,1,4
4281,0,89,1,1,6,4
113894,0,67,2,1,7,4
104880,0,57,1,1,3,4
27586,0,71,1,1,3,4
31955,0,74,1,1,4,4
117602,0,46,1,1,4,4
20214,0,42,1,1,3,4
73981,0,61,2,1,5,4
42227,0,59,2,1,6,4
46929,0,68,2,1,3,4
36431,0,24,1,1,0,4
107376,0,84,1,1,5,4
66786,0,63,2,1,8,4
23103,0,82,1,1,4,4
59071,0,78,1,1,3,4
113420,0,86,1,1,4,4
12002,0,46,1,1,3,4
102964,0,41,1,1,5,4
31169,0,64,2,1,2,4
30266,0,67,1,1,0,4
50499,0,76,1,1,3,4
107193,0,62,2,1,8,4
12425,0,52,1,1,3,4
11959,0,62,1,1,5,4
65287,0,68,1,1,2,4
63017,0,57,1,1,6,4
71189,0,33,1,1,0,4
35070,0,73,1,1,3,4
77691,0,65,1,1,10,4
16618,0,59,2,1,7,4
118688,0,61,1,1,6,4
11945,0,63,1,1,7,4
103613,0,51,1,1,4,4
37948,0,86,1,1,6,4
113845,0,59,1,1,1,4
116455,0,54,1,1,6,4
51705,0,66,1,1,5,4
16215,0,31,1,1,2,4
30004,0,67,2,1,7,4
101262,0,76,2,1,2,4
11276,0,46,2,1,6,4
